CSI Division,Subdivision Name,Manufacturer,Product,Red List Status,FSC Content,Recycled Content
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Sa With Secure Bond Technology,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Coated Metal,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Walkway Pad,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo X-Tread Walkway Pad (White),Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,"Ultraply Tpo 8"" Cover Strip - .060",Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Inside/Outside Molded Corners,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo T-Joint Covers,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Universal Pipe Flashing,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Large Pipe Flashing,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Split Pipe Boots - Medium,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Penetration Pockets,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Reinforced Curb Corners,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Tpo Unsupported Flashing - .060,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,"Ultraply Tpo 18"" Curb Flashing",Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Quickseam Rma Strip,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Quickseam Rpf Strip,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,"Ultraply Tpo 5_"" Quickseam Flashing",Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,"Ultraply Tpo 9_"" Quickseam Flashing",Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Quickseam Outside Corner,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Quickseam Pipe Boot,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 54 23 Thermoplastic-Polyolefin Roofing,Firestone Building Products,Ultraply Quickseam T-Joint Covers,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 55 63 Vegetated Protected Membrane Roofing,Green Roof Outfitters,Green Roof Outfitters Modular Container,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 55 63 Vegetated Protected Membrane Roofing,Green Roof Outfitters,Green Roof Outfitters Modular System,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 65 00 Flexible Flashing,DuPont(TM) Building Innovations,Dupont(Tm) Flashing Systems,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 80 00 Fire And Smoke Protection,Specified Technologies Inc.,Electrical Box Inserts,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 80 00 Fire And Smoke Protection,Specified Technologies Inc.,Es Elastomeric Sealant,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 84 00 Firestopping,Specified Technologies Inc.,Lci Intumescent Sealant,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 84 56 Fire Safing,Owens Corning,Thermafiber Safing,Compliant,Unknown,Unknown
07: Thermal and Moisture Protection ,07 92 00 Joint Sealants,DuPont(TM) Building Innovations,Dupont(Tm) Joint Adhesive,Red List Free,Unknown,Unknown
07: Thermal and Moisture Protection ,07 92 00 Joint Sealants,Tandus Centiva,C-Xl Universal Sealer,Unknown,Unknown,Unknown
07: Thermal and Moisture Protection ,07 92 13 Elastomeric Joint Sealants,Knauf Insulation,Ecoseal Plus Water-Based Elastomeric Sealant,Red List Free,Unknown,Unknown
08: Doors and Windows,08 10 00 Doors And Frames,ASSA ABLOY,777E Door,Red List Free,Unknown,Unknown
08: Doors and Windows,08 10 00 Doors And Frames,Construction Specialties - Acrovyn 4000,Construction Specialties Acrovyn Doors,Red List Free,0.00-100.00%,0%
08: Doors and Windows,08 13 00 Metal Doors,ASSA ABLOY,Trio E,Red List Free,Unknown,Unknown
08: Doors and Windows,"08 40 00 Entrances, Storefronts, And Curtain Walls",SAFTI First,Saftifire Gpx Framing,Red List Free,Unknown,Unknown
08: Doors and Windows,03 50 00 Windows,Cascadia Windows Ltd.,Fiberglass Windows,Red List Free,Unknown,Unknown
08: Doors and Windows,08 52 00 Wood Windows,Loewen,Casement,Red List Free,Unknown,Unknown
08: Doors and Windows,08 62 00 Unit Skylights,"VELUX America, Inc.",Velux Fcm - Fixed Curb Mount Laminated Glass Skylight,Red List Free,Unknown,Unknown
08: Doors and Windows,08 62 13 Domed Unit Skylights,"VELUX America, Inc.",Velux Cm Commercial Skylights,Red List Free,Unknown,Unknown
08: Doors and Windows,08 62 23 Tubular Skylights,"VELUX America, Inc.",Tcr 014 0000/1000,Red List Free,Unknown,Unknown
08: Doors and Windows,08 62 23 Tubular Skylights,"VELUX America, Inc.",Commercial Suntunnel Skylight,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,SAFTI First,Superlite Ii-Xl (45-120),Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,SAFTI First,Superlite X-90,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,SAFTI First,Superlite I-Xl,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,SAFTI First,Superlite I,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 On Gray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 + Is 20 On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 + Is 20 On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 + Is 20 On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 + Is 20 On Gray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 + Is 20 On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 + Is 20 On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 (#2) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 (#2) On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 68 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 62 + Is 20 On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 62 + Is 20 On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 62 (#2) + Is 20 On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 62 (#2) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 62 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 54 + Is 20 On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 54 + Is 20 On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 54 + Is 20 On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 54 (#2) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 54 (#2) On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 54 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 54 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Superneutral 43 + Is 20 On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/67 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 On Gray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 + Is 20 On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 + Is 20 On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 + Is 20 On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 + Is 20 On Gray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 + Is 20 On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 + Is 20 On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#3) On Twighlightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#3) On Midnightgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#3) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#3) On Gray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#3) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#3) On Bronze,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#2) On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snx 62/27 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 + Is 20 On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 + Is 20 On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 + Is 20 On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 + Is 20 On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 (#2) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 (#2) On Twilightgreen,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Snr 43 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Silver 32 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Silver 32 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Silver 20 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Silver 20 (#2) On Clea,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Royal Blue 40 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Royal Blue 40 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Royal Blue 40 (#2) On Clea,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Neutral 61 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Neutral 61 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Neutral 50 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Neutral 50 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Neutral 40 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Neutral 40 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Light Blue 63 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Light Blue 63 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Ag 50 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Ag 50 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Ag 50 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Ag 43 (#2) On Green,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Ag 43 (#2) On Crystalgray,Red List Free,Unknown,Unknown
08: Doors and Windows,08 80 00 Glazing,Guardian Industries,Sunguard Ag 43 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Neutral 78/65 (#3) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Neutral 78/65 (#3) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 54 (#2) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 62 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 62 (#2) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 68 (#2) / Sunguard Is 20 (#4) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 68 (#2) On Clear,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 68 (#2) On Ultrawhite,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 68,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 62,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Superneutral 54,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Climaguard Is-20,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Climaguard 55/27,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Climaguard 62/27,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Is 20,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Snr 43,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,Sunguard Snx 62/27,Red List Free,Unknown,Unknown
08: Doors and Windows,08 81 00 Glass Glazing,Guardian Industries,"Sunguard Ec, With View Technology",Red List Free,Unknown,Unknown
